code_module,code_presentation,id_student,site_count
AAA,2014J,174094,1124
AAA,2014J,174745,327
AAA,2014J,175447,1243
AAA,2014J,175772,571
AAA,2014J,183057,253
AAA,2014J,185350,91
AAA,2014J,188278,1098
AAA,2014J,199636,512
AAA,2014J,199897,707
AAA,2014J,200804,318
AAA,2014J,205494,235
AAA,2014J,228021,1232
AAA,2014J,228383,523
AAA,2014J,232307,189
AAA,2014J,235068,743
AAA,2014J,235507,501
AAA,2014J,236875,117
AAA,2014J,237274,811
AAA,2014J,243510,199
AAA,2014J,244246,425
AAA,2014J,248581,774
AAA,2014J,252073,342
AAA,2014J,254625,626
AAA,2014J,258587,1272
AAA,2014J,260623,403
AAA,2014J,263251,539
AAA,2014J,263543,681
AAA,2014J,263952,444
AAA,2014J,266524,183
AAA,2014J,268733,1
AAA,2014J,273346,661
AAA,2014J,274947,99
AAA,2014J,275674,618
AAA,2014J,275792,262
AAA,2014J,277123,194
AAA,2014J,277880,7
AAA,2014J,281077,366
AAA,2014J,281636,900
AAA,2014J,285315,344
AAA,2014J,287040,696
AAA,2014J,287204,506
AAA,2014J,287210,885
AAA,2014J,288994,30
AAA,2014J,289449,415
AAA,2014J,290164,1412
AAA,2014J,292525,134
AAA,2014J,292775,676
AAA,2014J,293824,1809
AAA,2014J,294496,555
AAA,2014J,294655,548
AAA,2014J,295060,599
AAA,2014J,295075,288
AAA,2014J,296424,581
AAA,2014J,298034,376
AAA,2014J,298838,549
AAA,2014J,301967,116
AAA,2014J,302476,653
AAA,2014J,303521,1063
AAA,2014J,303985,140
AAA,2014J,304465,1032
AAA,2014J,306646,72
AAA,2014J,309142,243
AAA,2014J,310412,469
AAA,2014J,311235,331
AAA,2014J,311659,44
AAA,2014J,313937,1843
AAA,2014J,315076,532
AAA,2014J,315744,1133
AAA,2014J,323370,683
AAA,2014J,328024,612
AAA,2014J,329659,162
AAA,2014J,330594,390
AAA,2014J,331358,1190
AAA,2014J,332884,767
AAA,2014J,334441,131
AAA,2014J,335247,246
AAA,2014J,335764,644
AAA,2014J,337748,32
AAA,2014J,338407,97
AAA,2014J,341876,500
AAA,2014J,342007,692
AAA,2014J,345440,71
AAA,2014J,345519,445
AAA,2014J,346118,202
AAA,2014J,348275,175
AAA,2014J,348807,175
AAA,2014J,350156,303
AAA,2014J,350939,452
AAA,2014J,351336,427
AAA,2014J,353665,177
AAA,2014J,354170,313
AAA,2014J,356170,243
AAA,2014J,358182,601
AAA,2014J,364957,493
AAA,2014J,369834,485
AAA,2014J,371710,607
AAA,2014J,373872,365
AAA,2014J,375260,544
AAA,2014J,375646,247
AAA,2014J,377546,701
AAA,2014J,381642,539
AAA,2014J,382095,798
AAA,2014J,383180,186
AAA,2014J,383600,194
AAA,2014J,383723,2050
AAA,2014J,384203,1209
AAA,2014J,384725,1163
AAA,2014J,387533,286
AAA,2014J,387954,101
AAA,2014J,388147,150
AAA,2014J,390890,156
AAA,2014J,391249,762
AAA,2014J,396599,332
AAA,2014J,396655,254
AAA,2014J,398171,453
AAA,2014J,398349,1283
AAA,2014J,400147,163
AAA,2014J,400682,505
AAA,2014J,401404,435
AAA,2014J,402204,227
AAA,2014J,402727,196
AAA,2014J,402961,1101
AAA,2014J,404356,626
AAA,2014J,406671,145
AAA,2014J,406682,808
AAA,2014J,409100,582
AAA,2014J,409703,693
AAA,2014J,410092,101
AAA,2014J,411971,332
AAA,2014J,415969,39
AAA,2014J,418731,71
AAA,2014J,421455,559
AAA,2014J,424577,520
AAA,2014J,429858,102
AAA,2014J,431025,105
AAA,2014J,439305,194
AAA,2014J,440319,261
AAA,2014J,442064,153
AAA,2014J,442132,84
AAA,2014J,446108,361
AAA,2014J,447481,302
AAA,2014J,468120,57
AAA,2014J,468694,157
AAA,2014J,470588,128
AAA,2014J,470982,414
AAA,2014J,476603,471
AAA,2014J,481022,54
AAA,2014J,483800,431
AAA,2014J,484897,283
AAA,2014J,485962,429
AAA,2014J,488990,236
AAA,2014J,500113,138
AAA,2014J,503889,715
AAA,2014J,514526,20
AAA,2014J,518808,325
AAA,2014J,522482,88
AAA,2014J,527100,265
AAA,2014J,527801,204
AAA,2014J,533068,151
AAA,2014J,537081,406
AAA,2014J,544253,723
AAA,2014J,548120,371
AAA,2014J,561467,132
AAA,2014J,569505,1193
AAA,2014J,570317,318
AAA,2014J,574505,229
AAA,2014J,588477,1226
AAA,2014J,593846,267
AAA,2014J,593987,403
AAA,2014J,596288,142
AAA,2014J,598070,1
AAA,2014J,603834,123
AAA,2014J,603861,52
AAA,2014J,608440,50
AAA,2014J,623840,600
AAA,2014J,626240,256
AAA,2014J,628088,151
AAA,2014J,628312,28
AAA,2014J,630142,144
AAA,2014J,637665,968
AAA,2014J,639053,88
AAA,2014J,642878,142
AAA,2014J,648130,182
AAA,2014J,676546,114
AAA,2014J,677186,213
AAA,2014J,677281,61
AAA,2014J,684180,74
AAA,2014J,687698,80
AAA,2014J,696073,626
AAA,2014J,696578,246
AAA,2014J,721259,599
AAA,2014J,852847,70
AAA,2014J,998493,2065
AAA,2014J,1045203,830
AAA,2014J,1112555,740
AAA,2014J,1183831,701
AAA,2014J,1268696,122
AAA,2014J,1336190,253
AAA,2014J,1352868,383
AAA,2014J,1398979,1548
AAA,2014J,1456619,189
AAA,2014J,1471214,269
AAA,2014J,1472925,141
AAA,2014J,1484804,476
AAA,2014J,1511033,197
AAA,2014J,1576513,2505
AAA,2014J,1609002,367
AAA,2014J,1629771,226
AAA,2014J,1676594,44
AAA,2014J,1686551,254
AAA,2014J,1689639,558
AAA,2014J,1715896,1406
AAA,2014J,1721270,212
AAA,2014J,1757766,771
AAA,2014J,1773377,258
AAA,2014J,1799111,456
AAA,2014J,1818673,121
AAA,2014J,1839386,67
AAA,2014J,1926668,547
AAA,2014J,1947156,681
AAA,2014J,1967783,609
AAA,2014J,1970390,967
AAA,2014J,1975209,652
AAA,2014J,2010232,1070
AAA,2014J,2045084,106
AAA,2014J,2057803,862
AAA,2014J,2073016,75
AAA,2014J,2085209,1881
AAA,2014J,2086400,1337
AAA,2014J,2139353,355
AAA,2014J,2148681,521
AAA,2014J,2158048,167
AAA,2014J,2158196,173
AAA,2014J,2165164,584
AAA,2014J,2168833,12
AAA,2014J,2207874,86
AAA,2014J,2240349,885
AAA,2014J,2244332,2459
AAA,2014J,2273119,42
AAA,2014J,2277857,741
AAA,2014J,2297896,208
AAA,2014J,2313257,10
AAA,2014J,2318055,501
AAA,2014J,2330254,893
AAA,2014J,2355470,103
AAA,2014J,2358969,519
AAA,2014J,2363863,1275
AAA,2014J,2369415,245
AAA,2014J,2375975,1090
AAA,2014J,2397661,376
AAA,2014J,2398313,856
AAA,2014J,2404408,283
AAA,2014J,2425993,169
AAA,2014J,2429854,92
AAA,2014J,2432796,261
AAA,2014J,2434159,88
AAA,2014J,2436812,192
AAA,2014J,2467267,61
AAA,2014J,2470694,371
AAA,2014J,2473538,513
AAA,2014J,2474849,39
AAA,2014J,2494700,1132
AAA,2014J,2500258,627
AAA,2014J,2507842,289
AAA,2014J,2509639,435
AAA,2014J,2514368,140
AAA,2014J,2514898,549
AAA,2014J,2521865,966
AAA,2014J,2522927,1262
AAA,2014J,2540168,257
AAA,2014J,2546445,548
AAA,2014J,2551797,288
AAA,2014J,2551932,230
AAA,2014J,2569324,195
AAA,2014J,2574990,451
AAA,2014J,2576122,5
AAA,2014J,2578676,409
AAA,2014J,2581477,1571
AAA,2014J,2584873,486
AAA,2014J,2595841,270
AAA,2014J,2596621,2001
AAA,2014J,2601889,915
AAA,2014J,2602338,300
AAA,2014J,2606802,146
AAA,2014J,2624961,168
AAA,2014J,2630087,34
AAA,2014J,2633226,243
AAA,2014J,2642616,662
AAA,2014J,2642935,1392
AAA,2014J,2648611,535
AAA,2014J,2649800,352
AAA,2014J,2654628,317
AAA,2014J,2677624,392
AAA,2014J,2680312,1083
AAA,2014J,2688166,212
AAA,2014J,2690062,78
AAA,2014J,2692514,1663
AAA,2014J,2694788,58
BBB,2013B,23629,59
BBB,2013B,25107,523
BBB,2013B,27891,114
BBB,2013B,29144,845
BBB,2013B,31663,1540
BBB,2013B,33666,321
BBB,2013B,34229,272
BBB,2013B,34353,156
BBB,2013B,34431,65
BBB,2013B,34756,70
BBB,2013B,34863,90
BBB,2013B,35812,11
BBB,2013B,39655,178
BBB,2013B,50993,81
BBB,2013B,52899,174
BBB,2013B,58089,46
BBB,2013B,62631,159
BBB,2013B,70608,120
BBB,2013B,71433,40
BBB,2013B,74695,903
BBB,2013B,74734,112
BBB,2013B,75399,236
BBB,2013B,78645,202
BBB,2013B,82535,166
BBB,2013B,82741,358
BBB,2013B,83254,409
BBB,2013B,84245,321
BBB,2013B,84664,175
BBB,2013B,86291,14
BBB,2013B,87732,425
BBB,2013B,91322,367
BBB,2013B,92274,181
BBB,2013B,92832,389
BBB,2013B,92947,494
BBB,2013B,92993,248
BBB,2013B,94616,100
BBB,2013B,96291,45
BBB,2013B,97154,334
BBB,2013B,98313,69
BBB,2013B,102849,1
BBB,2013B,104054,430
BBB,2013B,108377,713
BBB,2013B,108589,174
BBB,2013B,109938,220
BBB,2013B,110881,349
BBB,2013B,116603,399
BBB,2013B,117071,24
BBB,2013B,120994,237
BBB,2013B,123860,605
BBB,2013B,126322,193
BBB,2013B,126411,14
BBB,2013B,128776,58
BBB,2013B,133155,285
BBB,2013B,133748,164
BBB,2013B,141823,114
BBB,2013B,142324,70
BBB,2013B,143741,255
BBB,2013B,145544,388
BBB,2013B,147876,204
BBB,2013B,151697,172
BBB,2013B,152153,144
BBB,2013B,152910,765
BBB,2013B,152929,106
BBB,2013B,153212,360
BBB,2013B,153704,177
BBB,2013B,154027,260
BBB,2013B,154125,43
BBB,2013B,154540,173
BBB,2013B,155735,38
BBB,2013B,156835,559
BBB,2013B,161678,48
BBB,2013B,165243,387
BBB,2013B,169515,91
BBB,2013B,170356,145
BBB,2013B,173316,453
BBB,2013B,173335,201
BBB,2013B,177639,34
BBB,2013B,179605,71
BBB,2013B,182824,99
BBB,2013B,183806,37
BBB,2013B,185349,919
BBB,2013B,186670,95
BBB,2013B,186780,16
BBB,2013B,186988,123
BBB,2013B,187793,654
BBB,2013B,188152,588
BBB,2013B,192424,313
BBB,2013B,193822,586
BBB,2013B,197595,436
BBB,2013B,198956,844
BBB,2013B,199520,485
BBB,2013B,200863,40
BBB,2013B,200905,777
BBB,2013B,203108,67
BBB,2013B,203481,380
BBB,2013B,203652,22
BBB,2013B,204746,172
BBB,2013B,226374,161
BBB,2013B,226827,603
BBB,2013B,228049,7
BBB,2013B,229240,189
BBB,2013B,229426,143
BBB,2013B,232695,449
BBB,2013B,235097,327
BBB,2013B,237304,112
BBB,2013B,237913,397
BBB,2013B,242149,125
BBB,2013B,245404,156
BBB,2013B,247267,241
BBB,2013B,248103,225
BBB,2013B,249534,244
BBB,2013B,251351,264
BBB,2013B,252340,80
BBB,2013B,253250,166
BBB,2013B,255347,619
BBB,2013B,255998,157
BBB,2013B,258402,1
BBB,2013B,262294,268
BBB,2013B,262454,180
BBB,2013B,262741,614
BBB,2013B,263499,1679
BBB,2013B,265958,69
BBB,2013B,267761,279
BBB,2013B,267853,5
BBB,2013B,269076,170
BBB,2013B,270399,17
BBB,2013B,270567,324
BBB,2013B,271036,389
BBB,2013B,272580,315
BBB,2013B,273731,255
BBB,2013B,273877,127
BBB,2013B,276717,765
BBB,2013B,277733,293
BBB,2013B,278447,248
BBB,2013B,280962,22
BBB,2013B,281564,735
BBB,2013B,284076,229
BBB,2013B,285633,129
BBB,2013B,285912,298
BBB,2013B,288380,11
BBB,2013B,288990,33
BBB,2013B,290550,95
BBB,2013B,291037,233
BBB,2013B,291194,301
BBB,2013B,292027,52
BBB,2013B,294381,145
BBB,2013B,294961,192
BBB,2013B,294999,26
BBB,2013B,295754,317
BBB,2013B,297484,570
BBB,2013B,298322,261
BBB,2013B,298476,331
BBB,2013B,305945,7
BBB,2013B,306886,86
BBB,2013B,306984,46
BBB,2013B,309175,54
BBB,2013B,309709,172
BBB,2013B,309734,296
BBB,2013B,311042,24
BBB,2013B,312141,29
BBB,2013B,313810,371
BBB,2013B,315186,316
BBB,2013B,316841,825
BBB,2013B,318056,393
BBB,2013B,318101,136
BBB,2013B,319209,299
BBB,2013B,322960,164
BBB,2013B,324236,767
BBB,2013B,325511,132
BBB,2013B,325879,295
BBB,2013B,326012,60
BBB,2013B,329226,194
BBB,2013B,329321,111
BBB,2013B,329800,365
BBB,2013B,330376,11
BBB,2013B,331354,189
BBB,2013B,331844,404
BBB,2013B,333129,99
BBB,2013B,333837,61
BBB,2013B,334291,197
BBB,2013B,334794,59
BBB,2013B,335421,77
BBB,2013B,335600,54
BBB,2013B,335910,219
BBB,2013B,336165,84
BBB,2013B,338056,137
BBB,2013B,338861,63
BBB,2013B,339379,175
BBB,2013B,339526,13
BBB,2013B,339946,133
BBB,2013B,340378,32
BBB,2013B,340831,177
BBB,2013B,341040,65
BBB,2013B,341229,47
BBB,2013B,341509,153
BBB,2013B,349040,293
BBB,2013B,349424,4
BBB,2013B,350622,296
BBB,2013B,350795,60
BBB,2013B,351271,421
BBB,2013B,351290,271
BBB,2013B,351543,2
BBB,2013B,352161,35
BBB,2013B,352364,300
BBB,2013B,353093,1042
BBB,2013B,353352,30
BBB,2013B,354058,176
BBB,2013B,354895,200
BBB,2013B,355369,182
BBB,2013B,355998,13
BBB,2013B,357030,48
BBB,2013B,357928,97
BBB,2013B,360188,596
BBB,2013B,360489,114
BBB,2013B,360877,367
BBB,2013B,361603,308
BBB,2013B,362760,225
BBB,2013B,362877,123
BBB,2013B,363401,60
BBB,2013B,363416,138
BBB,2013B,363660,850
BBB,2013B,365439,124
BBB,2013B,365452,365
BBB,2013B,365488,23
BBB,2013B,365707,717
BBB,2013B,367304,32
BBB,2013B,367348,59
BBB,2013B,367609,584
BBB,2013B,368439,12
BBB,2013B,370302,209
BBB,2013B,370720,74
BBB,2013B,371679,238
BBB,2013B,374102,142
BBB,2013B,374234,498
BBB,2013B,376617,243
BBB,2013B,377759,1364
BBB,2013B,377846,946
BBB,2013B,377905,155
BBB,2013B,378462,169
BBB,2013B,378543,215
BBB,2013B,378721,50
BBB,2013B,379402,62
BBB,2013B,380151,11
BBB,2013B,381722,44
BBB,2013B,383828,17
BBB,2013B,384678,251
BBB,2013B,384909,57
BBB,2013B,385034,103
BBB,2013B,386348,592
BBB,2013B,387702,66
BBB,2013B,388205,110
BBB,2013B,388360,101
BBB,2013B,388410,145
BBB,2013B,388484,75
BBB,2013B,389369,326
BBB,2013B,390220,194
BBB,2013B,390442,214
BBB,2013B,390461,99
BBB,2013B,392213,267
BBB,2013B,392281,181
BBB,2013B,392428,229
BBB,2013B,392614,55
BBB,2013B,394956,26
BBB,2013B,395107,5
BBB,2013B,395229,8
BBB,2013B,397118,461
BBB,2013B,397763,65
BBB,2013B,398084,394
BBB,2013B,399792,50
BBB,2013B,400049,497
BBB,2013B,400469,524
BBB,2013B,400474,270
BBB,2013B,400894,97
BBB,2013B,401339,892
BBB,2013B,401349,487
BBB,2013B,403093,72
BBB,2013B,404022,543
BBB,2013B,404727,225
BBB,2013B,405471,295
BBB,2013B,405746,79
BBB,2013B,405995,305
BBB,2013B,406311,128
BBB,2013B,406416,55
BBB,2013B,406974,317
BBB,2013B,408112,209
BBB,2013B,409662,330
BBB,2013B,410739,311
BBB,2013B,411197,63
BBB,2013B,412407,364
BBB,2013B,412654,133
BBB,2013B,413984,202
BBB,2013B,414958,150
BBB,2013B,415716,341
BBB,2013B,415760,103
BBB,2013B,416007,526
BBB,2013B,416314,122
BBB,2013B,416654,1021
BBB,2013B,417462,10
BBB,2013B,418065,41
BBB,2013B,418325,464
BBB,2013B,420604,53
BBB,2013B,421205,106
BBB,2013B,422070,92
BBB,2013B,422752,38
BBB,2013B,423314,143
BBB,2013B,423317,6
BBB,2013B,423871,1671
BBB,2013B,425747,9
BBB,2013B,425808,673
BBB,2013B,425817,120
BBB,2013B,425820,486
BBB,2013B,426650,162
BBB,2013B,426838,416
