id_student,code_module,code_presentation,gender,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,site_count,CMA,TMA,Exam,final_result,predicted_risk
74372,AAA,2013J,M,A Level or Equivalent,10-20%,35-55,False,0,150,72.0,0.0,48.5,0.0,Fail,1
75091,AAA,2013J,M,A Level or Equivalent,30-40%,35-55,False,0,60,754.0,0.0,66.0,0.0,Pass,0
77367,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,60,271.0,0.0,70.4,0.0,Pass,0
91265,AAA,2013J,M,HE Qualification,0-10%,0-35,False,0,60,496.0,0.0,70.8,0.0,Pass,0
94961,AAA,2013J,M,Lower Than A Level,70-80%,35-55,False,0,60,102.0,0.0,65.33333333333333,0.0,Withdrawn,1
98094,AAA,2013J,M,Lower Than A Level,70-80%,35-55,False,0,60,386.0,0.0,60.6,0.0,Pass,0
100893,AAA,2013J,M,A Level or Equivalent,20-30%,0-35,False,0,60,243.0,0.0,68.4,0.0,Pass,0
101781,AAA,2013J,M,Lower Than A Level,80-90%,35-55,False,0,60,913.0,0.0,72.6,0.0,Pass,0
102806,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,60,781.0,0.0,78.0,0.0,Pass,0
102952,AAA,2013J,M,HE Qualification,60-70%,0-35,False,0,60,313.0,0.0,76.6,0.0,Pass,0
104476,AAA,2013J,M,Post Graduate Qualification,Unknown,35-55,False,0,60,992.0,0.0,79.6,0.0,Pass,0
106247,AAA,2013J,M,HE Qualification,80-90%,35-55,False,0,60,145.0,0.0,60.0,0.0,Withdrawn,1
106577,AAA,2013J,M,Lower Than A Level,20-30%,0-35,False,0,60,221.0,0.0,53.4,0.0,Pass,1
110175,AAA,2013J,M,HE Qualification,80-90%,35-55,False,0,60,343.0,0.0,63.4,0.0,Pass,0
111717,AAA,2013J,F,HE Qualification,90-100%,35-55,False,0,60,589.0,0.0,81.0,0.0,Pass,0
113295,AAA,2013J,M,Lower Than A Level,60-70%,35-55,False,0,60,1001.0,0.0,77.6,0.0,Pass,0
114017,AAA,2013J,F,Post Graduate Qualification,Unknown,35-55,False,0,60,231.0,0.0,71.8,0.0,Pass,0
114999,AAA,2013J,M,HE Qualification,60-70%,35-55,False,0,60,510.0,0.0,72.8,0.0,Pass,0
116541,AAA,2013J,M,HE Qualification,0-10%,0-35,False,0,60,514.0,0.0,62.4,0.0,Pass,0
116692,AAA,2013J,M,A Level or Equivalent,70-80%,35-55,False,0,60,311.0,0.0,74.2,0.0,Pass,0
118983,AAA,2013J,M,HE Qualification,30-40%,0-35,False,0,120,111.0,0.0,61.8,0.0,Pass,1
123044,AAA,2013J,M,A Level or Equivalent,40-50%,35-55,False,0,60,600.0,0.0,71.4,0.0,Pass,0
127582,AAA,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,180,440.0,0.0,69.6,0.0,Pass,0
129955,AAA,2013J,M,A Level or Equivalent,50-60%,0-35,False,0,60,303.0,0.0,81.0,0.0,Withdrawn,0
132976,AAA,2013J,F,Lower Than A Level,80-90%,35-55,False,0,120,152.0,0.0,67.4,0.0,Pass,1
134143,AAA,2013J,F,A Level or Equivalent,90-100%,35-55,False,0,60,569.0,0.0,84.4,0.0,Distinction,0
135335,AAA,2013J,F,Lower Than A Level,20-30%,0-35,False,0,180,25.0,0.0,0.0,0.0,Withdrawn,1
135400,AAA,2013J,F,Lower Than A Level,90-100%,35-55,True,0,60,109.0,0.0,53.142857142857146,0.0,Withdrawn,1
137873,AAA,2013J,M,A Level or Equivalent,40-50%,35-55,False,0,60,1409.0,0.0,80.2,0.0,Pass,0
141355,AAA,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,240,585.0,0.0,72.6,0.0,Pass,0
141377,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,345,44.0,0.0,48.833333333333336,0.0,Withdrawn,1
142326,AAA,2013J,F,A Level or Equivalent,50-60%,35-55,False,0,60,631.0,0.0,73.6,0.0,Pass,0
144801,AAA,2013J,F,HE Qualification,80-90%,35-55,False,0,60,1620.0,0.0,68.8,0.0,Pass,0
145130,AAA,2013J,M,HE Qualification,60-70%,0-35,False,0,120,149.0,0.0,54.4,0.0,Pass,1
146188,AAA,2013J,F,A Level or Equivalent,20-30%,0-35,True,0,60,192.0,0.0,50.0,0.0,Fail,1
147756,AAA,2013J,M,Lower Than A Level,60-70%,0-35,False,0,120,228.0,0.0,68.66666666666667,0.0,Fail,0
147793,AAA,2013J,F,Lower Than A Level,80-90%,0-35,False,0,90,41.0,0.0,52.0,0.0,Withdrawn,1
148993,AAA,2013J,F,A Level or Equivalent,30-40%,35-55,True,0,60,554.0,0.0,79.5,0.0,Withdrawn,0
151358,AAA,2013J,F,A Level or Equivalent,80-90%,0-35,False,0,150,89.0,0.0,50.0,0.0,Pass,1
155550,AAA,2013J,M,A Level or Equivalent,0-10%,35-55,False,0,420,419.0,0.0,67.0,0.0,Pass,1
155854,AAA,2013J,F,A Level or Equivalent,20-30%,35-55,False,0,60,963.0,0.0,79.8,0.0,Pass,0
155984,AAA,2013J,F,Lower Than A Level,70-80%,0-35,False,0,60,245.0,0.0,78.14285714285714,0.0,Withdrawn,0
157568,AAA,2013J,F,A Level or Equivalent,90-100%,0-35,False,0,60,386.0,0.0,70.6,0.0,Pass,0
159954,AAA,2013J,M,A Level or Equivalent,40-50%,35-55,False,0,60,320.0,0.0,68.2,0.0,Withdrawn,0
164259,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,False,0,60,239.0,0.0,71.8,0.0,Pass,0
167906,AAA,2013J,F,A Level or Equivalent,40-50%,35-55,False,0,60,515.0,0.0,69.4,0.0,Pass,0
168936,AAA,2013J,F,Lower Than A Level,10-20%,35-55,False,0,60,302.0,0.0,66.4,0.0,Pass,1
172112,AAA,2013J,M,HE Qualification,Unknown,35-55,False,0,60,697.0,0.0,69.6,0.0,Pass,0
172797,AAA,2013J,F,A Level or Equivalent,Unknown,35-55,False,0,60,415.0,0.0,61.4,0.0,Pass,0
174782,AAA,2013J,M,HE Qualification,90-100%,55<=,False,0,60,1643.0,0.0,80.4,0.0,Pass,0
175392,AAA,2013J,M,HE Qualification,Unknown,35-55,False,0,60,1311.0,0.0,82.4,0.0,Pass,0
175932,AAA,2013J,M,HE Qualification,70-80%,35-55,False,0,60,437.0,0.0,78.2,0.0,Pass,0
175991,AAA,2013J,F,A Level or Equivalent,80-90%,0-35,False,0,180,50.0,0.0,37.6,0.0,Fail,1
180753,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,120,858.0,0.0,53.4,0.0,Pass,0
181316,AAA,2013J,F,A Level or Equivalent,80-90%,35-55,False,0,120,145.0,0.0,76.0,0.0,Withdrawn,1
183096,AAA,2013J,F,A Level or Equivalent,60-70%,0-35,False,0,60,547.0,0.0,54.0,0.0,Pass,0
183947,AAA,2013J,M,A Level or Equivalent,10-20%,0-35,False,0,180,368.0,0.0,49.0,0.0,Pass,0
184271,AAA,2013J,M,HE Qualification,80-90%,35-55,False,0,170,477.0,0.0,59.8,0.0,Pass,0
185439,AAA,2013J,M,HE Qualification,10-20%,0-35,False,0,120,99.0,0.0,74.0,0.0,Fail,1
186149,AAA,2013J,M,HE Qualification,30-40%,35-55,False,0,60,585.0,0.0,76.0,0.0,Pass,0
187100,AAA,2013J,M,A Level or Equivalent,50-60%,35-55,False,0,60,1922.0,0.0,89.2,0.0,Distinction,0
188278,AAA,2013J,M,A Level or Equivalent,70-80%,35-55,False,0,120,393.0,0.0,71.66666666666667,0.0,Withdrawn,0
189879,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,442.0,0.0,79.4,0.0,Pass,0
192183,AAA,2013J,F,Lower Than A Level,90-100%,0-35,False,0,60,804.0,0.0,68.4,0.0,Pass,0
195262,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,60,352.0,0.0,50.0,0.0,Withdrawn,0
200860,AAA,2013J,M,Lower Than A Level,50-60%,35-55,False,0,60,280.0,0.0,54.4,0.0,Pass,1
202635,AAA,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,60,297.0,0.0,66.66666666666667,0.0,Withdrawn,0
205350,AAA,2013J,M,HE Qualification,80-90%,35-55,False,0,60,563.0,0.0,72.2,0.0,Pass,0
205719,AAA,2013J,M,A Level or Equivalent,40-50%,0-35,True,0,90,117.0,0.0,56.66666666666666,0.0,Fail,1
227499,AAA,2013J,F,A Level or Equivalent,10-20%,35-55,False,0,60,807.0,0.0,83.6,0.0,Distinction,0
227517,AAA,2013J,M,HE Qualification,Unknown,0-35,False,0,180,387.0,0.0,62.6,0.0,Fail,0
228082,AAA,2013J,M,HE Qualification,60-70%,0-35,False,0,60,136.0,0.0,72.4,0.0,Pass,0
228222,AAA,2013J,M,Lower Than A Level,50-60%,0-35,False,0,60,166.0,0.0,61.8,0.0,Pass,1
229179,AAA,2013J,M,A Level or Equivalent,20-30%,0-35,False,0,60,163.0,0.0,66.0,0.0,Pass,0
229361,AAA,2013J,M,A Level or Equivalent,50-60%,0-35,False,0,60,349.0,0.0,78.0,0.0,Pass,0
231554,AAA,2013J,M,A Level or Equivalent,40-50%,0-35,False,0,240,435.0,0.0,67.75,0.0,Pass,0
235507,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,240,71.0,0.0,57.833333333333336,0.0,Withdrawn,1
236284,AAA,2013J,M,Post Graduate Qualification,90-100%,0-35,False,0,60,210.0,0.0,78.0,0.0,Pass,0
238007,AAA,2013J,M,HE Qualification,90-100%,55<=,False,0,60,743.0,0.0,79.2,0.0,Pass,0
240712,AAA,2013J,M,HE Qualification,80-90%,0-35,False,0,80,107.0,0.0,75.8,0.0,Pass,0
240884,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,191.0,0.0,58.4,0.0,Pass,0
241649,AAA,2013J,M,HE Qualification,90-100%,35-55,False,0,60,573.0,0.0,78.8,0.0,Pass,0
241729,AAA,2013J,F,HE Qualification,60-70%,35-55,False,0,60,627.0,0.0,58.6,0.0,Fail,0
242793,AAA,2013J,M,HE Qualification,20-30%,35-55,False,0,60,263.0,0.0,77.4,0.0,Pass,0
246834,AAA,2013J,M,A Level or Equivalent,90-100%,35-55,False,0,60,351.0,0.0,55.6,0.0,Pass,0
248270,AAA,2013J,M,Lower Than A Level,20-30%,0-35,False,0,90,752.0,0.0,78.4,0.0,Pass,0
255548,AAA,2013J,M,Lower Than A Level,20-30%,35-55,False,0,60,815.0,0.0,71.4,0.0,Pass,0
256815,AAA,2013J,M,HE Qualification,10-20%,0-35,False,0,120,518.0,0.0,76.8,0.0,Pass,0
258392,AAA,2013J,F,Lower Than A Level,30-40%,0-35,False,0,60,299.0,0.0,58.8,0.0,Pass,0
258894,AAA,2013J,F,Lower Than A Level,70-80%,35-55,False,0,60,1370.0,0.0,64.8,0.0,Pass,0
260355,AAA,2013J,F,A Level or Equivalent,80-90%,35-55,False,0,60,134.0,0.0,57.5,0.0,Withdrawn,1
262011,AAA,2013J,M,A Level or Equivalent,20-30%,35-55,False,0,60,345.0,0.0,71.0,0.0,Pass,0
262934,AAA,2013J,F,A Level or Equivalent,30-40%,35-55,False,0,60,717.0,0.0,76.6,0.0,Pass,0
268073,AAA,2013J,M,A Level or Equivalent,10-20%,35-55,False,0,90,716.0,0.0,74.6,0.0,Fail,0
268733,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,180,55.0,0.0,43.0,0.0,Withdrawn,1
271251,AAA,2013J,M,A Level or Equivalent,80-90%,35-55,False,0,60,639.0,0.0,76.4,0.0,Pass,0
277880,AAA,2013J,F,A Level or Equivalent,60-70%,0-35,False,0,60,470.0,0.0,67.66666666666667,0.0,Withdrawn,0
279572,AAA,2013J,M,Lower Than A Level,40-50%,0-35,False,0,60,297.0,0.0,79.2,0.0,Distinction,0
281022,AAA,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,150,183.0,0.0,73.4,0.0,Pass,0
281250,AAA,2013J,M,Lower Than A Level,70-80%,35-55,False,0,60,77.0,0.0,55.4,0.0,Fail,1
281589,AAA,2013J,M,HE Qualification,30-40%,0-35,False,0,60,28.0,0.0,0.0,0.0,Fail,1
282821,AAA,2013J,M,A Level or Equivalent,30-40%,35-55,False,0,60,478.0,0.0,60.6,0.0,Pass,0
286488,AAA,2013J,M,A Level or Equivalent,90-100%,35-55,False,0,60,284.0,0.0,71.0,0.0,Pass,0
287548,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,144.0,0.0,67.8,0.0,Pass,0
290201,AAA,2013J,M,A Level or Equivalent,20-30%,0-35,False,0,60,496.0,0.0,70.4,0.0,Pass,0
290757,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,60,153.0,0.0,75.0,0.0,Pass,0
291334,AAA,2013J,M,A Level or Equivalent,90-100%,35-55,False,0,60,1879.0,0.0,83.6,0.0,Distinction,0
292923,AAA,2013J,F,A Level or Equivalent,90-100%,35-55,False,0,180,0.0,0.0,0.0,0.0,Withdrawn,1
293699,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,False,0,120,114.0,0.0,46.75,0.0,Pass,1
294570,AAA,2013J,M,HE Qualification,90-100%,55<=,False,0,60,438.0,0.0,78.2,0.0,Pass,0
294594,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,60,256.0,0.0,52.8,0.0,Pass,0
295741,AAA,2013J,M,A Level or Equivalent,40-50%,35-55,False,0,240,300.0,79.0,65.4,0.0,Fail,0
296332,AAA,2013J,M,Post Graduate Qualification,90-100%,55<=,False,0,60,511.0,0.0,86.8,0.0,Distinction,0
298696,AAA,2013J,F,HE Qualification,80-90%,0-35,False,0,60,201.0,0.0,80.8,0.0,Pass,0
300398,AAA,2013J,M,A Level or Equivalent,30-40%,35-55,False,0,60,580.0,0.0,78.8,0.0,Pass,0
302302,AAA,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,60,165.0,0.0,58.66666666666666,0.0,Fail,1
305152,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,False,0,60,44.0,0.0,64.0,0.0,Fail,1
305386,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,True,0,120,368.0,0.0,78.0,0.0,Pass,0
305539,AAA,2013J,F,Lower Than A Level,80-90%,0-35,False,0,120,26.0,0.0,0.0,0.0,Withdrawn,1
306107,AAA,2013J,M,A Level or Equivalent,50-60%,35-55,False,0,120,322.0,0.0,58.2,0.0,Pass,0
306466,AAA,2013J,M,A Level or Equivalent,90-100%,35-55,False,0,60,378.0,0.0,82.0,0.0,Pass,0
306897,AAA,2013J,F,A Level or Equivalent,10-20%,0-35,False,0,60,1112.0,0.0,62.6,0.0,Pass,0
307061,AAA,2013J,F,HE Qualification,10-20%,0-35,False,0,60,401.0,0.0,81.2,0.0,Pass,0
307866,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,False,0,60,377.0,0.0,60.0,0.0,Pass,0
311917,AAA,2013J,M,A Level or Equivalent,60-70%,55<=,False,0,120,696.0,0.0,59.2,0.0,Pass,0
312537,AAA,2013J,M,Post Graduate Qualification,90-100%,55<=,False,0,60,1835.0,0.0,87.8,0.0,Distinction,0
312782,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,60,106.0,0.0,61.8,0.0,Pass,0
318933,AAA,2013J,F,HE Qualification,80-90%,0-35,False,0,120,460.0,0.0,66.6,0.0,Pass,0
319047,AAA,2013J,F,A Level or Equivalent,50-60%,0-35,False,0,60,1933.0,0.0,78.4,0.0,Pass,0
321942,AAA,2013J,M,HE Qualification,90-100%,55<=,False,0,60,2133.0,0.0,80.4,0.0,Pass,0
324002,AAA,2013J,M,HE Qualification,40-50%,35-55,False,0,60,610.0,0.0,80.4,0.0,Pass,0
324084,AAA,2013J,F,A Level or Equivalent,10-20%,35-55,False,0,60,494.0,0.0,57.6,0.0,Pass,0
324282,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,74.0,0.0,61.2,0.0,Pass,1
331358,AAA,2013J,F,HE Qualification,90-100%,35-55,False,0,60,527.0,0.0,84.66666666666667,0.0,Withdrawn,0
332789,AAA,2013J,F,A Level or Equivalent,60-70%,35-55,False,0,60,448.0,0.0,74.4,0.0,Pass,0
333059,AAA,2013J,M,A Level or Equivalent,20-30%,0-35,False,0,120,136.0,0.0,65.8,0.0,Pass,1
333323,AAA,2013J,M,HE Qualification,80-90%,0-35,False,0,60,178.0,0.0,74.4,0.0,Pass,0
334259,AAA,2013J,F,A Level or Equivalent,50-60%,0-35,False,0,150,122.0,0.0,53.0,0.0,Fail,1
334333,AAA,2013J,F,A Level or Equivalent,0-10%,0-35,True,0,240,100.0,0.0,36.0,0.0,Withdrawn,1
335764,AAA,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,60,731.0,0.0,86.875,0.0,Withdrawn,0
336207,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,396.0,0.0,68.2,0.0,Pass,0
339972,AAA,2013J,M,A Level or Equivalent,80-90%,0-35,False,0,60,125.0,0.0,49.8,0.0,Pass,1
341872,AAA,2013J,M,Lower Than A Level,40-50%,0-35,False,0,180,113.0,0.0,64.2,0.0,Fail,1
342007,AAA,2013J,F,HE Qualification,70-80%,0-35,False,0,60,228.0,0.0,82.33333333333333,0.0,Withdrawn,0
342514,AAA,2013J,M,Lower Than A Level,50-60%,55<=,False,0,60,447.0,0.0,77.2,0.0,Pass,0
342972,AAA,2013J,M,HE Qualification,0-10%,0-35,False,0,60,323.0,0.0,60.4,0.0,Pass,0
343446,AAA,2013J,M,HE Qualification,70-80%,35-55,False,0,120,1217.0,0.0,78.4,0.0,Pass,0
344282,AAA,2013J,M,A Level or Equivalent,10-20%,0-35,False,0,60,53.0,0.0,49.2,0.0,Fail,1
345068,AAA,2013J,M,A Level or Equivalent,60-70%,0-35,True,0,180,213.0,0.0,78.0,0.0,Pass,0
345357,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,60,737.0,0.0,80.4,0.0,Distinction,0
346025,AAA,2013J,M,A Level or Equivalent,50-60%,0-35,False,0,120,272.0,0.0,82.4,0.0,Pass,0
346843,AAA,2013J,F,HE Qualification,50-60%,35-55,False,0,120,40.0,0.0,0.0,0.0,Fail,1
350188,AAA,2013J,M,HE Qualification,80-90%,35-55,False,0,60,316.0,0.0,73.8,0.0,Pass,0
354858,AAA,2013J,M,HE Qualification,90-100%,35-55,False,0,120,46.0,0.0,0.0,0.0,Withdrawn,1
357668,AAA,2013J,M,A Level or Equivalent,10-20%,0-35,False,0,60,88.0,0.0,57.0,0.0,Fail,1
364177,AAA,2013J,M,Lower Than A Level,70-80%,35-55,False,0,60,242.0,0.0,69.0,0.0,Fail,0
365244,AAA,2013J,F,A Level or Equivalent,0-10%,0-35,False,0,120,403.0,0.0,56.4,0.0,Pass,0
365642,AAA,2013J,M,Lower Than A Level,10-20%,35-55,False,0,60,755.0,0.0,70.0,0.0,Pass,0
366483,AAA,2013J,M,HE Qualification,40-50%,0-35,False,0,60,488.0,0.0,76.8,0.0,Pass,0
368194,AAA,2013J,F,A Level or Equivalent,50-60%,0-35,True,0,120,169.0,0.0,50.4,0.0,Pass,1
368824,AAA,2013J,M,HE Qualification,50-60%,35-55,False,0,120,124.0,0.0,55.6,0.0,Fail,1
368963,AAA,2013J,M,Lower Than A Level,0-10%,0-35,False,0,180,225.0,0.0,66.4,0.0,Pass,1
376439,AAA,2013J,M,HE Qualification,Unknown,0-35,False,0,60,761.0,0.0,87.0,0.0,Distinction,0
376581,AAA,2013J,F,A Level or Equivalent,80-90%,35-55,False,0,60,627.0,0.0,72.8,0.0,Pass,0
380953,AAA,2013J,M,A Level or Equivalent,80-90%,0-35,False,0,60,374.0,0.0,67.8,0.0,Pass,0
383254,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,272.0,0.0,75.6,0.0,Pass,0
386924,AAA,2013J,M,Lower Than A Level,Unknown,0-35,False,0,120,96.0,0.0,67.8,0.0,Pass,1
386952,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,False,0,120,357.0,0.0,68.0,0.0,Pass,0
388722,AAA,2013J,F,Lower Than A Level,80-90%,35-55,False,0,60,222.0,0.0,63.8,0.0,Pass,1
388885,AAA,2013J,M,A Level or Equivalent,90-100%,35-55,False,0,60,245.0,0.0,60.6,0.0,Pass,0
390890,AAA,2013J,M,A Level or Equivalent,0-10%,0-35,False,0,90,217.0,0.0,68.625,0.0,Withdrawn,0
392756,AAA,2013J,M,A Level or Equivalent,70-80%,0-35,False,0,120,167.0,0.0,45.0,0.0,Fail,1
392931,AAA,2013J,F,A Level or Equivalent,50-60%,35-55,False,0,120,958.0,0.0,68.4,0.0,Pass,0
393207,AAA,2013J,M,A Level or Equivalent,60-70%,0-35,False,0,60,237.0,0.0,74.2,0.0,Pass,0
396872,AAA,2013J,M,HE Qualification,50-60%,0-35,False,0,180,307.0,0.0,61.4,0.0,Pass,0
398552,AAA,2013J,M,Lower Than A Level,90-100%,0-35,False,0,240,323.0,0.0,46.4,0.0,Fail,1
401869,AAA,2013J,F,Lower Than A Level,80-90%,0-35,False,0,60,352.0,0.0,65.0,0.0,Pass,0
402470,AAA,2013J,M,Lower Than A Level,50-60%,35-55,False,0,60,346.0,0.0,72.6,0.0,Pass,0
404804,AAA,2013J,M,Lower Than A Level,20-30%,35-55,False,0,120,152.0,0.0,43.8,0.0,Pass,1
405088,AAA,2013J,M,A Level or Equivalent,20-30%,0-35,False,0,120,409.0,0.0,77.2,0.0,Pass,0
405961,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,True,0,240,0.0,0.0,0.0,0.0,Withdrawn,1
414117,AAA,2013J,M,A Level or Equivalent,50-60%,0-35,False,0,120,322.0,0.0,76.4,0.0,Pass,0
415969,AAA,2013J,M,HE Qualification,0-10%,35-55,False,0,90,297.0,0.0,59.66666666666666,0.0,Withdrawn,0
420087,AAA,2013J,M,A Level or Equivalent,40-50%,0-35,True,0,60,137.0,0.0,76.0,0.0,Fail,0
429958,AAA,2013J,F,A Level or Equivalent,70-80%,0-35,False,0,60,125.0,0.0,58.4,0.0,Pass,1
441018,AAA,2013J,F,A Level or Equivalent,70-80%,0-35,False,0,150,245.0,0.0,59.8,0.0,Pass,0
441888,AAA,2013J,M,A Level or Equivalent,20-30%,0-35,False,0,120,272.0,0.0,70.6,0.0,Pass,0
442442,AAA,2013J,M,HE Qualification,80-90%,0-35,False,0,120,295.0,0.0,40.5,0.0,Withdrawn,0
444677,AAA,2013J,M,HE Qualification,30-40%,0-35,False,0,60,507.0,0.0,87.6,0.0,Distinction,0
470588,AAA,2013J,M,HE Qualification,90-100%,35-55,False,0,60,81.0,0.0,79.33333333333333,0.0,Withdrawn,0
489455,AAA,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,60,808.0,0.0,70.6,0.0,Pass,0
494424,AAA,2013J,F,A Level or Equivalent,80-90%,0-35,False,0,60,21.0,0.0,0.0,0.0,Fail,1
495284,AAA,2013J,M,HE Qualification,80-90%,0-35,False,0,120,231.0,0.0,66.6,0.0,Pass,0
498857,AAA,2013J,M,HE Qualification,80-90%,35-55,False,0,60,342.0,0.0,73.0,0.0,Pass,0
508818,AAA,2013J,M,A Level or Equivalent,40-50%,0-35,False,0,120,274.0,0.0,71.8,0.0,Pass,0
512460,AAA,2013J,M,HE Qualification,90-100%,0-35,False,0,120,235.0,0.0,72.4,0.0,Pass,0
544103,AAA,2013J,M,HE Qualification,40-50%,0-35,False,0,120,714.0,0.0,81.0,0.0,Pass,0
550383,AAA,2013J,M,HE Qualification,60-70%,0-35,False,0,60,236.0,0.0,72.0,0.0,Pass,0
564450,AAA,2013J,M,HE Qualification,80-90%,0-35,False,0,120,88.0,0.0,59.2,0.0,Fail,1
568601,AAA,2013J,F,HE Qualification,30-40%,0-35,False,0,60,84.0,0.0,81.5,0.0,Withdrawn,0
572652,AAA,2013J,M,HE Qualification,70-80%,0-35,False,0,120,200.0,0.0,73.2,0.0,Pass,0
580389,AAA,2013J,M,HE Qualification,90-100%,0-35,False,0,120,316.0,0.0,71.4,0.0,Pass,0
581129,AAA,2013J,M,A Level or Equivalent,30-40%,0-35,False,0,120,76.0,0.0,40.0,0.0,Fail,1
588775,AAA,2013J,M,A Level or Equivalent,90-100%,0-35,False,0,120,1733.0,0.0,82.8,0.0,Pass,0
591774,AAA,2013J,M,Post Graduate Qualification,90-100%,35-55,False,0,60,209.0,0.0,76.2,0.0,Pass,0
603861,AAA,2013J,M,HE Qualification,Unknown,55<=,False,0,60,241.0,0.0,63.0,0.0,Withdrawn,1
606143,AAA,2013J,M,Post Graduate Qualification,90-100%,35-55,False,0,60,129.0,0.0,66.0,0.0,Fail,1
704156,AAA,2013J,M,HE Qualification,90-100%,55<=,False,0,120,742.0,0.0,66.0,0.0,Pass,0
705379,AAA,2013J,M,A Level or Equivalent,60-70%,55<=,False,0,120,1441.0,0.0,80.8,0.0,Distinction,0
721259,AAA,2013J,F,Lower Than A Level,50-60%,55<=,False,0,120,282.0,0.0,65.0,0.0,Withdrawn,1
749412,AAA,2013J,M,Lower Than A Level,70-80%,55<=,False,0,60,1177.0,0.0,72.0,0.0,Pass,0
760729,AAA,2013J,M,A Level or Equivalent,60-70%,55<=,False,0,60,1829.0,0.0,81.2,0.0,Distinction,0
905042,AAA,2013J,F,A Level or Equivalent,90-100%,35-55,False,0,60,875.0,0.0,76.4,0.0,Pass,0
